Lg,Wfin,Hfin,Tox,Vgs,Vds,Doping,Id,Delay,Power,Vth,Ion,Ioff,Predicted_Id,Predicted_Delay,Predicted_Power
31.95254015709299,7.619875780925087,32.34111838217602,3.1878002473782545,0.9206782545932166,0.5897737469871156,2.6489181329947194e+17,52.70357705418211,4.554593395778624,0.8314337788754782,0.9375600494756509,63.24429246501853,0.5270357705418212,33.11307854896981,10.961778021172824,0.7871790749725028
38.60757465489678,9.919820013621194,57.687388760721916,2.1744672792136406,0.8816361584443031,0.7407328118946152,9.590085020600581e+17,184.31456128551307,4.414477768430353,2.5030762589391373,0.7348934558427281,221.17747354261567,1.8431456128551307,141.90160648334503,5.732573889738124,1.8690303639160104
34.110535042865756,15.205229990225023,55.53060162176174,4.872817564362035,0.32212380997428386,0.8450089848197968,8.198768225817189e+17,57.03520496017383,6.964223670192444,2.2281041888101685,1.274563512872407,68.4422459522086,0.5703520496017384,212.13904829497326,4.08840733918168,3.7636769626130446
31.795327319875874,5.94811427507946,54.412427133736784,1.9047852033680255,0.6978933300063512,0.8960904559984424,7.269863195026497e+17,137.44952623457635,7.659403501355833,2.507477232841417,0.6809570406736052,164.93943148149162,1.3744952623457636,862.2791803754199,2.7067310616132723,4.460802588084815
26.94619197355619,14.108740610173115,46.11999043780972,1.06295295868185,0.7264128850489502,0.8714888995998444,4.671936694048629e+17,585.128545647787,2.6292120342712235,10.080867891508452,0.51259059173637,702.1542547773444,5.85128545647787,162.5252213546732,4.139229101829901,2.385820118955163
35.835764522666246,12.164697543146241,33.77156658795755,2.303419368015185,0.973102601010057,0.41625396201539255,4.1647291442676045e+17,81.78831385367818,3.027308814841738,0.915050497810541,0.760683873603037,98.1459766244138,0.8178831385367817,62.97848918990293,4.168040723720676,0.8203777316034391
27.5034884505077,9.259999651431517,41.95397069597219,3.0100375878792187,0.3162656386962032,0.87987268675251,7.815557795540833e+17,53.80146054083861,9.391280271770766,2.3816543051568866,0.9020075175758437,64.56175264900634,0.5380146054083861,97.56206041228788,6.0066797076827285,2.84930174509955
45.67092003128319,8.576199213860871,52.60900162865491,1.1134517369203003,0.6717726396780402,0.34104034121864046,5.2441754098698035e+17,82.93604554767052,7.927250612668596,0.8958493270614006,0.5226903473840601,99.52325465720462,0.8293604554767052,106.34299024012611,4.66833568822078,3.053884229544596
48.54651042004117,12.71769114948135,23.944414748912443,3.2369932001356294,0.44334695335509666,0.440119477085398,6.639763174325999e+17,15.516824870368529,8.610056780839233,0.761040314798772,0.9473986400271259,18.620189844442233,0.15516824870368529,86.21443995697562,5.343544514858786,1.2754344851481993
25.33766075303111,10.51891370805562,52.04299521021219,4.497131099804921,0.33756403440411237,0.7360487040461924,5.705310517923278e+17,48.804682032072066,7.135747202846029,1.2672095841066524,1.1994262199609842,58.565618438486474,0.48804682032072066,185.63067860438878,2.4818998067032263,1.1334605188318045
41.669001523306584,11.84779836893983,21.647191653124867,3.8189287776666805,0.7112419673122063,0.38028476781283305,7.150635530798493e+17,17.921339660461804,4.944906279522407,0.4486564917634851,1.063785755533336,21.505607592554163,0.17921339660461805,94.97039431339053,3.5620436070902675,1.318077026119795
